crop,soil_type,season,temperature_c,humidity_pct,rainfall_mm,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_moisture_pct,solar_radiation,wind_speed_kmh,field_area_ha,irrigation_needed,disease_risk,fertilizer_rec,yield_tons_ha
Rice,Alluvial,Zaid,31.7,79.8,1530.5,5.69,131.7,70.6,51.1,77.9,28.2,18.9,11.53,0,High,Balanced NPK,4.93
Rice,Sandy Loam,Kharif,30.9,81.2,1794.9,5.04,77.6,17.8,43.3,30.7,23.4,4.1,35.58,0,High,DAP,4.55
Sugarcane,Alluvial,Rabi,22.3,73.2,1811.4,5.08,57.4,15.2,37.5,53.9,22.9,22.8,2.5,0,High,DAP,69.13
Barley,Clay,Kharif,17.8,46.9,1933,7.29,123.5,52.3,49.5,39.4,21.2,9.2,3.04,0,Medium,Balanced NPK,3.19
Rice,Red,Rabi,41.9,89,2207.6,7.07,61.3,27.6,22.5,14.3,10.9,16.8,30.6,0,High,Balanced NPK,4.67
Soybean,Alluvial,Kharif,42,73.6,1349.9,7.63,53.6,6.4,75.6,44.3,28.6,5.6,32.28,0,High,DAP,2.4
Rice,Laterite,Zaid,34,66.4,1879.6,8.25,36.9,71.6,49.2,66.9,22.6,6,33.43,0,Medium,Urea,4.27
Rice,Sandy Loam,Zaid,25.2,37.2,1624.1,7.27,59.1,22,28.3,16.9,29.9,14.4,18.91,1,Medium,Balanced NPK,4.2
Groundnut,Laterite,Zaid,25.5,59.1,629.3,5.12,51.2,74.7,38.7,14.9,20.7,14,40.39,0,Low,Balanced NPK,2.09
Maize,Laterite,Rabi,36.8,59.9,259.1,5.47,98,58.8,65.4,20.8,24.2,19.2,26.91,1,Medium,Balanced NPK,4.87
Soybean,Red,Kharif,41.9,86.2,854.4,7.87,47.6,62.2,17.1,63.5,11.1,18.9,5.72,0,High,MOP,2.52
Maize,Sandy Loam,Rabi,41.6,65.5,1219,5.34,85,20.1,27,60.7,22.6,16.8,39.96,0,Medium,Balanced NPK,5.26
Rice,Black,Zaid,38.4,54.7,1619.3,4.79,18.6,22.6,56,49.6,25.3,11.2,47.68,0,Medium,Urea,4.29
Rice,Clay,Rabi,34.3,93.5,2154.9,7.31,34.9,44.1,28.7,42.8,25.6,22.3,3.47,0,High,Urea,4.65
Potato,Clay,Rabi,17.5,37.2,651.4,6.11,63,17.9,64.4,72.2,25.4,15.6,19.87,0,Low,DAP,20.29
Wheat,Alluvial,Rabi,19.8,57.5,488.8,8.18,131.8,27.9,14.8,63.7,14.5,24.8,24.63,0,Low,MOP,3.32
Rice,Clay,Kharif,42,32.7,2416,7.1,59,29.1,62.2,66.8,29.5,20.5,7.75,0,Medium,Balanced NPK,4.69
Maize,Red,Rabi,33.2,78.1,448.5,4.86,96.3,17,10.1,66.9,29.9,1.1,43.45,0,High,"DAP, MOP",5.1
Potato,Clay,Rabi,15.3,89.7,1300.5,8.29,43.2,20.4,5.9,55,11.5,8,14.57,0,Medium,MOP,19.73
Sugarcane,Red,Rabi,18,48.2,1546.8,5.53,26.5,64.1,72.4,42.1,28.7,14.3,39.26,0,Low,Urea,69.4
Sugarcane,Black,Zaid,34.9,85.8,1445.2,5.85,17.6,17.5,48.6,70.5,15.8,18,33.71,0,High,"Urea, DAP",69.64
Wheat,Red,Zaid,15.2,49,397.9,6.11,49.7,7.1,31.4,74.8,23.8,13.8,30.1,1,Low,DAP,3.44
Wheat,Black,Kharif,19.8,89.2,331.2,4.7,30.5,52.2,22.4,11.7,16.8,19.7,10.01,1,Medium,Urea,3.09
Cotton,Black,Zaid,31.5,79,442.6,6.49,32.6,78.2,51.3,13.6,29.4,7.1,11.42,1,High,Urea,1.74
Rice,Black,Kharif,35.8,82.3,1546.9,4.99,108.9,29.8,43.2,77.1,12,4.6,2.84,0,High,Balanced NPK,4.45
Cotton,Red,Zaid,34.6,31.2,1452,6.1,12.1,13.9,79.4,29.4,20,1.3,12.42,1,Medium,"Urea, DAP",2.06
Potato,Black,Kharif,21.7,92.6,737.6,5.9,82.5,47.8,78.7,71.1,18.6,14.3,17.6,0,Medium,Balanced NPK,19.8
Rice,Red,Kharif,36.4,77.2,1666.9,7.59,59.3,73,52.6,37.2,16.5,17.2,41.74,0,High,Balanced NPK,4.16
Tomato,Sandy Loam,Kharif,22.1,49.8,2086.2,7.71,75.9,63.8,38.2,18.3,22.9,8.2,18.64,1,Low,Balanced NPK,25
Wheat,Black,Zaid,24.8,83.9,295.6,5.11,83.2,51.7,41.8,15.6,12.6,15.3,37.85,1,Medium,Balanced NPK,3.19
Cotton,Red,Rabi,37.4,48.3,1345.7,5.97,50.7,28.6,56.2,21,24.3,1.3,22.25,1,Medium,Balanced NPK,2.23
Rice,Red,Zaid,34.5,86.7,1785.4,5.99,48.4,45.6,12.6,27.5,29.6,2.5,39.35,0,High,MOP,3.79
Maize,Red,Rabi,40.5,37.3,780.3,5.11,105.3,11.8,29.6,44.2,26.1,17.5,48.83,0,Medium,DAP,5.05
Maize,Alluvial,Zaid,34.7,75.7,907.9,7.69,123.3,55.9,10.6,59.1,27.2,9.2,12.37,0,High,MOP,4.89
Rice,Alluvial,Rabi,32,65.1,1611.4,7.33,35,59.4,10.5,79,17.2,16.8,43.19,0,Medium,"Urea, MOP",4.7
Sugarcane,Black,Zaid,17.8,36.3,2265.3,5.26,22.7,77.4,19.7,40.9,16.5,20.8,31.28,0,Medium,"Urea, MOP",68.94
Rice,Clay,Kharif,26,45.7,2062.8,5.97,126.7,24.5,41.4,46.3,20.3,21.3,40.96,0,Medium,Balanced NPK,4.35
Sugarcane,Sandy Loam,Kharif,23,30.8,1541.2,4.92,55.5,6.4,63.9,46.5,10.9,4.3,32.75,0,Medium,DAP,69.53
Tomato,Clay,Kharif,22.3,60.5,1879.5,7.01,81.7,45.9,41.4,47.8,28.9,12.2,21.49,0,Medium,Balanced NPK,25.35
Soybean,Black,Rabi,44.2,49.6,1039.1,4.99,56.7,58,30.2,46.2,12.9,18.3,11.79,0,Medium,Balanced NPK,2.44
Rice,Laterite,Rabi,26.8,68.9,1674.2,8.44,26.4,64.3,11.2,10.6,28.1,19.3,3.97,0,Medium,"Urea, MOP",4.4
Maize,Laterite,Kharif,41.8,49.3,1272.2,7.62,86.6,19.5,46.3,10.1,11.7,19.6,27.01,1,Medium,DAP,5.36
Cotton,Sandy Loam,Rabi,33.9,49.5,636.9,6.06,78.3,24.6,25.3,16.8,26.5,5.7,49.52,1,Medium,Balanced NPK,2.14
Rice,Sandy Loam,Kharif,38.8,78.3,1814,6.81,36.4,43.4,51.1,17.1,13,4.8,37.03,0,High,Urea,4.78
Tomato,Sandy Loam,Zaid,30.1,33.1,1479.9,8.15,68.7,29.8,78.3,59.3,10.8,14.8,16.7,0,Medium,Balanced NPK,24.65
Maize,Alluvial,Rabi,32.3,88.7,1024.8,6.72,113.6,69.5,13.3,24.3,24.4,18.5,41.45,0,High,MOP,4.83
Rice,Alluvial,Rabi,29.8,85.4,2296.1,5.2,86.8,40.5,20.9,72.6,15.6,8,38.56,0,High,Balanced NPK,4.97
Wheat,Laterite,Zaid,20.9,73.4,248.1,6.01,22.6,65,40.5,75,24.3,2.6,14.44,0,Medium,Urea,3.35
Maize,Sandy Loam,Rabi,36.7,68.6,926.3,7.87,81.2,48.5,77.6,78.3,21.1,17.9,1.21,0,Medium,Balanced NPK,4.75
Wheat,Red,Rabi,23.4,88,330.8,7.08,101.4,63,62.9,75.7,12.2,7.5,6.35,0,Medium,Balanced NPK,3.17
Barley,Clay,Rabi,15.7,42,1963,7.1,113.1,30,72.4,29,28.6,4.2,43.93,1,Medium,Balanced NPK,2.83
Rice,Laterite,Zaid,34.4,35.1,1814.8,7.97,91.8,67.4,30,45.7,19,3.7,41.91,0,Medium,Balanced NPK,4.45
Soybean,Sandy Loam,Kharif,20.3,45.6,962.1,8.08,29.8,25.6,79.4,22.3,24.7,7.9,15.11,1,Low,Urea,2.38
Rice,Red,Kharif,43.2,81.6,1754,8.18,102.3,46,12.7,66.4,20,14.8,14.62,0,High,MOP,4.85
Maize,Sandy Loam,Zaid,43.6,32.3,1110.7,4.88,98.1,21.1,9,72.2,22.1,9,39.75,0,Medium,MOP,5.14
Rice,Black,Zaid,42.4,67.9,1939.4,6.68,13.2,40.7,69.2,69.6,16.1,0.5,46.92,0,High,Urea,5.13
Tomato,Red,Zaid,26.1,94.7,1244.6,7.46,63.5,28.9,74.5,40.3,14,2.4,39.07,0,Medium,Balanced NPK,25.22
Potato,Clay,Kharif,15.5,85.6,1148.2,7.53,53.3,25,11.8,63.1,20.9,7.3,30.48,0,Medium,MOP,19.87
Rice,Black,Zaid,42.8,63.9,2349.9,6.93,97,77.5,13.5,16.8,18.8,16.5,12.51,0,Medium,MOP,4.93
Soybean,Alluvial,Kharif,27.8,34.1,777,5.17,38.1,17,7.5,12.8,17.8,2.5,26.52,1,Low,"Urea, DAP, MOP",2.58
Maize,Laterite,Zaid,44,84,477,7.69,86.8,64,12.8,62.7,23.5,14,12.06,0,High,MOP,5.7
Rice,Sandy Loam,Rabi,43.9,68.9,1544.4,7.38,128.7,78.8,20.7,39.8,23.8,3,40.5,0,High,Balanced NPK,4.42
Rice,Laterite,Kharif,40.6,37.5,2429.4,4.84,113.7,6.5,77.8,79.7,10.9,5.3,19.65,0,High,DAP,4.63
Tomato,Clay,Kharif,23.8,36.1,1069,6.36,129.8,57.4,55.1,16.8,16.8,4.3,41.77,1,Low,Balanced NPK,25.01
Wheat,Sandy Loam,Zaid,26.6,89.1,342.7,5.2,137.2,24,63.4,69.9,18.2,1.7,19.39,0,Medium,Balanced NPK,3.09
Soybean,Black,Rabi,40.5,73.5,980.4,5.85,11.4,8,63.2,43.6,11.9,16.8,41.3,0,High,"Urea, DAP",2.37
Sugarcane,Red,Kharif,24.5,83.9,1363.6,4.57,91,35.2,45.1,67.9,14.7,11.6,17,0,Medium,Balanced NPK,69.87
Wheat,Red,Zaid,20.1,87.1,572.4,6.1,63.7,75.1,64.8,67.2,11,20.8,22.29,0,Medium,Balanced NPK,3.25
Rice,Sandy Loam,Rabi,31.7,67.2,1713.6,6.7,121.8,5.9,49.7,74.1,29.9,2.5,30.97,0,Medium,DAP,3.79
Rice,Black,Kharif,43.1,63.6,2494.8,6.98,42.7,49.1,28.6,30.8,24.7,3.6,3.98,0,Medium,Balanced NPK,4.5
Maize,Sandy Loam,Zaid,35.9,58,1239,7.15,137.5,42.6,47.1,76.5,11.7,7.7,47.44,0,Medium,Balanced NPK,4.74
Maize,Sandy Loam,Rabi,32.1,50.6,1015.9,7.85,89.8,70.5,45,20.6,10.4,19.1,28.89,0,Medium,Balanced NPK,4.85
Barley,Sandy Loam,Kharif,17.9,58.2,1121.6,5.36,113.2,11.3,66.8,15.7,24.4,7.6,25.64,1,Low,DAP,3.15
Groundnut,Red,Kharif,33.5,80.3,464.8,4.98,21.1,56.1,78.6,40.2,18.8,10.2,42.05,0,High,Urea,1.57
Rice,Clay,Rabi,44.7,69.1,2231.5,7.91,33.8,56,35.8,68,25.7,7.5,43.36,0,High,Urea,4.07
Barley,Sandy Loam,Zaid,19.2,88,1154.1,5.13,108.6,55.2,62.3,43.1,28.5,2,26.35,0,Medium,Balanced NPK,2.3
Soybean,Red,Zaid,30.5,58.8,1090.7,8.4,12.9,75.7,12.5,68.1,22,23.5,46.4,0,Medium,"Urea, MOP",2.34
Rice,Alluvial,Rabi,41.3,69.5,1717.3,7.87,116.2,66.7,63.3,61.1,13.7,13.7,3.7,0,Medium,Balanced NPK,3.99
Cotton,Black,Kharif,37.2,71,1216.7,6.5,11.8,8.1,32.9,24.7,25.6,19.7,6.1,0,High,"Urea, DAP",1.3
Rice,Alluvial,Rabi,35.9,68.5,1690.9,8.43,95.4,40.3,8,76.4,29.1,16.5,30.04,0,Medium,MOP,4.4
Cotton,Sandy Loam,Rabi,36.1,75.7,341.3,4.89,57.5,34.8,32.2,14.3,21.6,12.9,18.03,1,High,Balanced NPK,1.87
Rice,Red,Rabi,25.8,45.4,2071.6,5.71,89.5,28.3,50.8,72.9,23.6,2.2,23.48,0,Medium,Balanced NPK,4.22
Tomato,Black,Kharif,23.8,63.3,2363.2,7.05,100.5,38.9,13.9,31.3,16.7,16.1,16.74,0,Medium,MOP,25.14
Rice,Laterite,Rabi,39.3,36.8,1692.2,5.9,54.5,33.8,74.3,45,17.6,3.9,20.53,0,Medium,Balanced NPK,4.51
Rice,Black,Rabi,39.3,55,2395.5,8.21,24,37.4,10.8,39.6,24.7,10.4,41.22,0,High,"Urea, MOP",4.59
Cotton,Black,Kharif,41,61.7,548.3,4.76,19.1,78.4,74.8,22,28.6,15.7,29.88,1,Medium,Urea,1.46
Maize,Sandy Loam,Kharif,42.4,72.4,1298.1,6.7,86.6,11.6,58,35.1,22.6,19.6,49.87,0,High,DAP,5.6
Rice,Alluvial,Rabi,30.3,91.8,1584.2,6.86,77.7,74.2,29.7,23.5,25.8,17.1,39.45,0,High,Balanced NPK,4.15
Rice,Alluvial,Zaid,30,69,1538,7.11,106.5,41,34.3,24.3,13.4,16.8,14.05,0,Medium,Balanced NPK,4.32
Cotton,Laterite,Rabi,38.9,78.3,1123.4,5.52,76.3,51.8,60.6,23.1,14.2,3.7,13.59,0,High,Balanced NPK,1.95
Barley,Sandy Loam,Kharif,34.5,62.9,977.6,5.96,64.9,67.3,50.1,44.2,20.6,8.7,17.13,0,Medium,Balanced NPK,2.82
Tomato,Black,Kharif,36.1,71.2,491.7,7.87,61.8,32,55.4,65.9,13.5,1.1,42.24,0,High,Balanced NPK,25.03
Soybean,Clay,Kharif,38.9,34.6,1101,5.28,13.4,37.3,34.2,49.8,22.7,18,1.85,0,Medium,Urea,2.37
Groundnut,Alluvial,Zaid,41.7,46.5,574.1,7.81,53.6,35.7,41.6,72.5,15.8,23.8,11.89,1,Medium,Balanced NPK,1.61
Rice,Alluvial,Kharif,25.1,53.5,1889,6.75,136.9,33.1,79.2,54.6,25.8,6.6,45.29,0,Medium,Balanced NPK,4.08
Tomato,Red,Zaid,26.3,60.7,680.3,7.55,123.6,74.4,21,58.3,26.2,2.2,32.17,0,Low,Balanced NPK,25.59
Wheat,Black,Kharif,17.8,33,334.7,7.35,52.8,67.2,36.3,56.7,19.3,11.9,11.73,1,Low,Balanced NPK,3.08
Maize,Sandy Loam,Kharif,32.3,39.1,1470.4,5.33,86.4,13.2,26.9,41.5,13.6,21.4,11.35,0,Medium,DAP,4.93
Sugarcane,Alluvial,Rabi,16.1,48,1569,6.78,120.1,13.1,62.4,58.3,22.9,13.8,43.2,0,Medium,DAP,70.93
Rice,Sandy Loam,Zaid,29,93.1,2205.4,7.97,67.4,37.1,62.3,14.9,29.9,1.2,44.74,0,High,Balanced NPK,4.31
Rice,Black,Rabi,31.3,51.5,1527.1,6.23,12.3,12.4,26.9,70.2,22.5,24.4,13.18,0,Medium,"Urea, DAP",4.46
Potato,Black,Zaid,23.6,61.3,994.6,8.37,19.7,51.4,11.1,64.4,10.7,20.7,21.32,0,Low,"Urea, MOP",19.33
Rice,Alluvial,Kharif,32.7,42.7,2046.9,6.31,76.4,15.8,5.9,27.2,10.3,3.3,41.81,1,High,"DAP, MOP",4.1
Sugarcane,Laterite,Kharif,15.9,69.7,1442.6,5.07,136,44.2,37.1,63.8,16.4,23,38.66,0,Low,Balanced NPK,70.72
Wheat,Sandy Loam,Zaid,16.1,48.2,382.3,6.06,100.1,5.5,35.8,10.9,13.9,11.3,40.79,1,Low,DAP,3.78
Rice,Sandy Loam,Rabi,39.7,43.5,1501.5,8.31,19.2,28.7,79.1,25.2,26.3,9.3,26.16,1,High,Urea,4.73
Rice,Red,Zaid,25.8,63.6,2288.4,5.78,34.6,55.8,40.2,14.6,26.9,11.5,45.62,0,Medium,Urea,4.75
Potato,Black,Zaid,18.8,30.4,1111.5,7.97,110.3,41.3,24.2,64.6,15.2,20.9,16.63,0,Low,Balanced NPK,20.19
Maize,Black,Zaid,30.7,30.5,881.5,8.03,119.4,78.4,71.8,62.9,16.5,16.5,8.26,0,Medium,Balanced NPK,4.77
Maize,Alluvial,Kharif,38.1,44.2,530,5.9,90.3,70.6,41.8,67,14.7,1.5,35.58,1,Medium,Balanced NPK,5.08
Wheat,Alluvial,Zaid,21.5,32.4,548.3,4.83,93.8,31.9,49.9,10.3,28.2,23.9,27.2,1,Low,Balanced NPK,3.03
Soybean,Alluvial,Kharif,33.7,37,1195.4,7.4,13.7,8.4,12.2,45.1,20.1,3.7,42.8,0,Medium,"Urea, DAP, MOP",1.69
Sugarcane,Red,Rabi,17.6,52,1570.1,5.75,117.7,68.4,33.7,59.3,23.1,18.6,4.52,0,Low,Balanced NPK,70.54
Wheat,Laterite,Kharif,16.6,82.2,385.4,7.63,112.5,73.3,75.8,20.9,18.3,15.9,42.26,1,Medium,Balanced NPK,3.37
Rice,Alluvial,Rabi,30.9,67.2,2361,6.27,43.7,66.5,49.2,55.5,22.6,4.7,15.02,0,Medium,Balanced NPK,4.08
Rice,Alluvial,Rabi,31.2,63.3,1936.8,6.44,102.1,14.6,30.8,15.9,17.7,4.3,32.92,0,High,DAP,4.41
Rice,Clay,Rabi,34.1,49.1,1549.2,7.61,37.9,79.8,51.9,22.7,16.8,21.8,2.49,1,High,Urea,4.77
Rice,Alluvial,Kharif,36.8,90.6,2105.4,6.03,15.2,24.4,73.3,43.3,22.7,10.5,30.67,0,High,Urea,4.49
Groundnut,Red,Zaid,44.3,55.8,384.4,6.27,36.1,59.3,25.5,55.7,21.8,16.4,36,0,Medium,Urea,1.48
Cotton,Sandy Loam,Kharif,30.5,35.7,1296.7,6,33.2,73.1,42.9,20.2,15.9,12.6,18.75,1,Medium,Urea,1.42
Sugarcane,Laterite,Rabi,24.7,70.1,1649.2,5.97,53.9,22.7,76.9,23,13,18.2,11.16,1,High,Balanced NPK,70.15
Rice,Sandy Loam,Zaid,38.9,37.4,2105.9,6.6,64.4,73.1,17.9,24.3,17.4,12,27.11,1,High,MOP,4.51
Tomato,Clay,Kharif,23.1,52.4,2002,7.74,76.1,28.2,59,26.7,18.3,7.2,41.74,0,Low,Balanced NPK,25.17
Cotton,Black,Rabi,28.2,63,837.3,5.95,72,78.2,51.1,25.9,22.6,9.1,16.52,1,Low,Balanced NPK,2.35
Sugarcane,Black,Rabi,17.4,86.8,2364,6.6,45.2,26.1,56,37.7,28.3,21.5,13,0,High,Balanced NPK,69.52
Wheat,Alluvial,Zaid,15.8,62.1,486,7.18,13.8,76.5,31.3,55.8,10.7,11.7,14.31,0,Low,Urea,3.26
Rice,Clay,Kharif,43.9,75.6,2212.8,5.58,88.7,9,28.5,40.7,14.9,5.3,47.48,0,High,DAP,3.9
Rice,Sandy Loam,Zaid,40.1,94.5,2433.2,5.61,61.4,58.2,56.3,64.3,13.9,23.4,18.28,0,High,Balanced NPK,4.29
Groundnut,Red,Zaid,35.9,38.5,607.5,8.23,48.8,44.9,21.2,60.3,20,19.9,0.68,0,Medium,Balanced NPK,2.15
Rice,Laterite,Zaid,27.3,47.9,1860.8,7.39,122.7,40.8,36.5,18.9,18.6,1.4,39.19,1,Medium,Balanced NPK,4.46
Wheat,Sandy Loam,Zaid,20.2,55.6,292.7,6.81,107.1,21.8,19.1,13.4,24.6,25,35.11,1,Low,MOP,3.35
Potato,Clay,Kharif,19.7,57.4,1132.5,7.09,121.5,57.9,5.6,71.5,14.8,17.4,6.86,0,Low,MOP,20.36
Sugarcane,Clay,Zaid,22.5,56.7,1387.5,4.62,74.3,19.3,77.8,15.6,21.9,4,49.25,1,Low,DAP,69.51
Rice,Sandy Loam,Rabi,31.5,89,1535.5,6.97,27,46.5,37.4,20.4,27.7,5.9,30.6,0,High,Urea,4.56
Rice,Laterite,Rabi,36.4,76.4,2352.7,6.54,100.5,24,77.7,11.5,28.2,17.3,25.29,0,High,Balanced NPK,4.57
Rice,Sandy Loam,Rabi,34.8,69.5,1746.2,6.68,36.8,76.7,15.5,54,29.2,19.5,19.42,0,High,"Urea, MOP",4.3
Sugarcane,Sandy Loam,Zaid,23.4,50.1,1306.9,5.94,67.4,7.1,49.1,50.8,25.5,6,44.98,0,Low,DAP,69.45
Rice,Laterite,Rabi,43.6,83.5,2062.3,4.83,18.5,20,20.1,79.1,28.1,6.4,12.58,0,High,Urea,4.83
Rice,Red,Kharif,37.1,92.1,2386.2,5.27,117.3,23.2,64.3,72.1,14.7,7.7,14.65,0,High,Balanced NPK,4.74
Groundnut,Clay,Zaid,31.6,83.4,250.8,8.3,26.4,36.1,63.8,38.8,14,15,6.56,0,High,Urea,1.73
Rice,Laterite,Zaid,33.4,30.1,2459.8,6.13,127.4,22.5,13.4,36,10.1,4.3,38.08,0,Medium,MOP,4.55
Wheat,Alluvial,Zaid,27.6,71.4,398.1,6.37,122.3,41.9,73.4,30.8,24.1,2.6,29.98,0,Medium,Balanced NPK,2.8
Sugarcane,Alluvial,Kharif,22.4,33.3,2073.1,4.71,70.4,70.4,19.6,20.7,28.7,17,30.65,1,Low,MOP,69.19
Barley,Alluvial,Zaid,25.7,46.7,844.8,4.65,106.8,58.4,51,19.7,13.7,19.5,11.31,1,Low,Balanced NPK,2.95
Maize,Alluvial,Zaid,37.7,33.9,504,7.37,90.5,48.5,78.9,19.3,22.7,12.5,32.73,1,Medium,Balanced NPK,5.07
Sugarcane,Black,Rabi,15.4,69.2,1211.7,6.65,114.4,11.7,71.2,18,24.9,9.1,38.39,0,Low,DAP,70.41
Sugarcane,Red,Rabi,18.5,74.6,1681.1,6.53,66.1,57,76.7,26.8,28.6,10.8,18.22,0,High,Balanced NPK,69.64
Barley,Black,Zaid,16.4,37.4,1076.2,5.47,112.2,17.5,30.7,31.5,22.9,9.7,40.17,0,Low,DAP,2.48
Wheat,Sandy Loam,Kharif,16.2,54.9,325.5,7.48,70.1,64,12.9,77.3,29.4,24,17.77,0,Low,MOP,3.47
Rice,Sandy Loam,Rabi,40.7,59.7,1578.8,5.17,132.3,23.8,19.1,50.5,16.9,19.2,38.03,0,Medium,MOP,5.02
Rice,Laterite,Zaid,36.1,54,2275.5,5.26,73.2,36.3,42.5,79.1,17,5.2,2.17,0,Medium,Balanced NPK,4.64
Tomato,Alluvial,Rabi,29.2,37.9,1081.4,6.34,70.1,31.3,64.5,36.1,20.9,9.6,27.78,0,Low,Balanced NPK,24.91
Barley,Laterite,Rabi,17.9,57.2,697.6,5.65,112.1,69.4,16.3,42,17.7,13.6,48.49,0,Low,MOP,3.17
Cotton,Sandy Loam,Kharif,29.7,78.8,1217.9,5.49,116.8,14.5,54.5,32.7,10,15.3,49.07,0,Medium,DAP,1.55
Cotton,Alluvial,Zaid,29.2,34.6,311.2,7.08,82.1,47.4,29.3,22.8,24.6,11.7,14.45,1,Low,Balanced NPK,2.11
Soybean,Clay,Rabi,20.2,35.2,2087.1,7.1,33.4,15.7,30.6,20,25,20.3,22.35,1,Low,"Urea, DAP",2.3
Rice,Red,Zaid,28,53.1,2100.6,7.8,70.8,57.9,54.6,76.2,24.9,19.2,3.62,0,Medium,Balanced NPK,4.3
Rice,Sandy Loam,Kharif,27,91.2,1552.4,6.17,135.8,72.9,40,79.1,16.9,12.6,43.73,0,High,Balanced NPK,4.44
Maize,Clay,Kharif,33.5,73.5,1012.1,4.79,107.9,37.6,65.9,13.1,20.4,21.4,28.64,0,High,Balanced NPK,4.95
Rice,Laterite,Rabi,34.1,74.1,2039.5,5.59,115.5,41.6,16.7,20.5,17.2,18.8,19.56,0,High,MOP,4.78
Soybean,Clay,Kharif,16.4,53.5,1475.8,8.42,14.3,74.6,64.2,39.6,10.3,19.5,6.08,0,Low,Urea,2.06
Rice,Laterite,Rabi,26.2,68.6,2099.6,6.89,70.8,44.1,9.8,23,21.2,23.9,47.36,0,Medium,MOP,4.31
Rice,Sandy Loam,Zaid,33.8,30.7,1652.4,7.34,94.1,41.6,19.6,35.5,12.5,6.7,26.75,0,High,MOP,4.56
Rice,Black,Rabi,30.1,71.3,2004.1,4.53,117.9,48.4,54.2,19,11.6,6.7,14.5,0,High,Balanced NPK,4.65
Rice,Red,Rabi,40.7,89.4,1576.7,6.57,16.4,56.7,69.1,42,25.1,22.2,17.84,0,High,Urea,3.95
Maize,Clay,Kharif,34.8,69.8,1152.5,4.65,120.8,13,24,29,10.2,19.3,13.9,0,Medium,DAP,4.75
Sugarcane,Clay,Zaid,19.9,86.8,2403.3,6.78,81.3,66.6,29.5,34.6,29.2,23.2,30.29,0,High,Balanced NPK,69.46
Soybean,Sandy Loam,Zaid,17.1,77.1,1444.6,8.18,35.7,37.7,45.3,16.6,20.3,1.6,46.53,0,Medium,Urea,2.25
Rice,Sandy Loam,Rabi,34.3,37.8,1591.7,8.37,51.2,10.4,20.9,40,29.7,15.7,42.91,0,High,DAP,4.31
Potato,Laterite,Zaid,15.8,88.7,707.1,6.66,46.7,64,65.8,78.8,11.2,3.6,23.29,0,Medium,Balanced NPK,20.05
Rice,Alluvial,Zaid,32.6,34.3,1639,6.33,79,33.3,63,33,21.7,12.6,41.41,0,High,Balanced NPK,3.81
Rice,Alluvial,Rabi,43.2,64.7,1514.7,8.28,16.7,12.5,15.9,71.4,17,3.9,21.44,0,Medium,"Urea, DAP, MOP",4.62
Groundnut,Alluvial,Rabi,32.3,39.2,625.1,7.19,30.6,52.5,39.8,69,26.9,3.2,12.99,0,Medium,Urea,1.83
Wheat,Laterite,Zaid,26.6,30.8,337.1,4.76,115.7,71,63.1,76.6,17.2,0.3,49.18,1,Low,Balanced NPK,3.09
Rice,Alluvial,Rabi,34.3,57.4,1590,6.36,27.2,71.6,30.3,65.3,15.2,15.8,15.54,0,High,Urea,4.76
Rice,Sandy Loam,Kharif,28.7,49.2,1956.5,5.46,40.3,76.8,52.5,56.2,27.2,9,16.52,0,Medium,Balanced NPK,4.86
Sugarcane,Black,Zaid,31.4,61.6,1403.8,6.38,68.9,70.1,8.8,70,17.5,2.6,49.49,0,Medium,MOP,69.7
Cotton,Black,Rabi,43.2,67.5,721.6,6.32,77.2,5.2,50.7,15.3,10.3,8.1,7.13,0,Medium,DAP,1.6
Rice,Black,Zaid,26.6,32.8,1733,6.83,109.3,33.5,16.4,42.4,17.8,4.2,38.15,0,Low,MOP,4.41
Groundnut,Alluvial,Zaid,43.8,38,384.2,5.93,68.2,66.4,67.3,79.2,23.1,23.5,46.82,1,Medium,Balanced NPK,1.79
Maize,Black,Kharif,42.2,66.3,1216.2,5.16,112.7,32.5,31.7,63.9,15.1,8,25.83,0,Medium,Balanced NPK,4.56
Wheat,Clay,Kharif,20.9,52.3,575.7,6.51,90.4,50.1,26.1,77.3,18.6,8.3,0.62,0,Low,Balanced NPK,3.2
Potato,Alluvial,Zaid,17.1,77.4,624.3,7.82,24.7,50.5,68.1,64.6,11.1,21,19.07,0,Medium,Urea,19.52
Potato,Clay,Kharif,18,72.4,665.3,7.16,30.3,32.4,8.8,71.2,21.8,16.2,6.02,0,Medium,"Urea, MOP",19.83
Potato,Sandy Loam,Rabi,15.5,85,1089.4,5.85,66.8,72.8,34.7,59.5,25.1,17.8,21.1,0,Medium,Balanced NPK,20.42
Wheat,Clay,Zaid,17.8,75,317.6,8.24,61.6,42.7,32.8,63.2,18.3,15.9,39.61,0,Medium,Balanced NPK,3.13
Maize,Sandy Loam,Kharif,35.5,57.9,1114.9,8.15,106.7,39.9,26.4,46.6,18.4,23.7,22.22,0,Medium,Balanced NPK,4.76
Sugarcane,Laterite,Zaid,17.1,73.7,1376.9,5.34,85.5,79.8,73.4,74.7,11.8,5.2,21.88,0,Medium,Balanced NPK,69.63
Sugarcane,Laterite,Zaid,24.6,47.9,1311.6,4.66,60.5,42,61.3,67.8,14,24.7,28.06,0,Low,Balanced NPK,69.24
